THINID,COLOR
h-border-1-18-2-18,"white"
h-border-1-19-2-19,"white"
h-border-1-20-2-20,"white"
h-border-1-21-2-21,"white"
h-border-1-22-2-22,"white"
h-border-1-23-2-23,"white"
h-border-1-24-2-24,"white"
h-border-1-25-2-25,"white"
h-border-1-26-2-26,"white"
h-border-1-27-2-27,"white"
h-border-1-28-2-28,"white"
h-border-1-29-2-29,"white"
h-border-1-30-2-30,"white"
h-border-1-31-2-31,"white"
v-border-2-0-2-1,"white"
v-border-2-1-2-2,"white"
v-border-2-2-2-3,"white"
v-border-2-3-2-4,"white"
v-border-2-4-2-5,"white"
v-border-2-5-2-6,"white"
v-border-2-6-2-7,"white"
v-border-2-7-2-8,"white"
v-border-2-8-2-9,"white"
v-border-2-9-2-10,"white"
v-border-2-10-2-11,"white"
v-border-2-11-2-12,"white"
v-border-2-12-2-13,"white"
v-border-2-13-2-14,"white"
v-border-2-14-2-15,"white"
v-border-2-15-2-16,black
v-border-2-16-2-17,"white"
v-border-2-17-2-18,"white"
v-border-2-18-2-19,"white"
v-border-2-19-2-20,"white"
v-border-2-20-2-21,"white"
v-border-2-21-2-22,"white"
v-border-2-22-2-23,"white"
v-border-2-23-2-24,"white"
v-border-2-24-2-25,"white"
v-border-2-25-2-26,"white"
v-border-2-26-2-27,"white"
v-border-2-27-2-28,"white"
v-border-2-28-2-29,"white"
v-border-2-29-2-30,"white"
v-border-2-30-2-31,"white"
h-border-2-0-3-0,"white"
h-border-2-1-3-1,"white"
h-border-2-2-3-2,"white"
h-border-2-3-3-3,"white"
h-border-2-4-3-4,"white"
h-border-2-5-3-5,"white"
h-border-2-6-3-6,"white"
h-border-2-7-3-7,"white"
h-border-2-8-3-8,"white"
h-border-2-9-3-9,"white"
h-border-2-10-3-10,"white"
h-border-2-11-3-11,"white"
h-border-2-12-3-12,"white"
h-border-2-13-3-13,"white"
h-border-2-14-3-14,"white"
h-border-2-15-3-15,"white"
h-border-2-16-3-16,"white"
h-border-2-17-3-17,"white"
h-border-2-18-3-18,"white"
h-border-2-19-3-19,"white"
h-border-2-20-3-20,"white"
h-border-2-21-3-21,"white"
h-border-2-22-3-22,"white"
h-border-2-23-3-23,"white"
h-border-2-24-3-24,"white"
h-border-2-25-3-25,"white"
h-border-2-26-3-26,"white"
h-border-2-27-3-27,"white"
h-border-2-28-3-28,"white"
h-border-2-29-3-29,"white"
h-border-2-30-3-30,"white"
h-border-2-31-3-31,"white"
v-border-3-0-3-1,"white"
v-border-3-1-3-2,"white"
v-border-3-2-3-3,"white"
v-border-3-3-3-4,"white"
v-border-3-4-3-5,"white"
v-border-3-5-3-6,"white"
v-border-3-6-3-7,"white"
v-border-3-7-3-8,"white"
v-border-3-8-3-9,"white"
v-border-3-9-3-10,"white"
v-border-3-10-3-11,"white"
v-border-3-11-3-12,"white"
v-border-3-12-3-13,"white"
v-border-3-13-3-14,"white"
v-border-3-14-3-15,"white"
v-border-3-15-3-16,black
v-border-3-16-3-17,"white"
v-border-3-17-3-18,"white"
v-border-3-18-3-19,"white"
v-border-3-19-3-20,"white"
v-border-3-20-3-21,"white"
v-border-3-21-3-22,"white"
v-border-3-22-3-23,"white"
v-border-3-23-3-24,"white"
v-border-3-24-3-25,"white"
v-border-3-25-3-26,"white"
v-border-3-26-3-27,"white"
v-border-3-27-3-28,"white"
v-border-3-28-3-29,"white"
v-border-3-29-3-30,"white"
v-border-3-30-3-31,"white"
h-border-3-0-4-0,"white"
h-border-3-1-4-1,"white"
h-border-3-2-4-2,"white"
h-border-3-3-4-3,"white"
h-border-3-4-4-4,"white"
h-border-3-5-4-5,"white"
h-border-3-6-4-6,"white"
h-border-3-7-4-7,"white"
h-border-3-8-4-8,"white"
h-border-3-9-4-9,"white"
h-border-3-10-4-10,"white"
h-border-3-11-4-11,"white"
h-border-3-12-4-12,"white"
h-border-3-13-4-13,"white"
h-border-3-14-4-14,"white"
h-border-3-15-4-15,"white"
h-border-3-16-4-16,"white"
h-border-3-17-4-17,"white"
h-border-3-18-4-18,"white"
h-border-3-19-4-19,"white"
h-border-3-20-4-20,"white"
h-border-3-21-4-21,"white"
h-border-3-22-4-22,"white"
h-border-3-23-4-23,"white"
h-border-3-24-4-24,"white"
h-border-3-25-4-25,"white"
h-border-3-26-4-26,"white"
h-border-3-27-4-27,"white"
h-border-3-28-4-28,"white"
h-border-3-29-4-29,"white"
h-border-3-30-4-30,"white"
h-border-3-31-4-31,"white"
v-border-4-0-4-1,"white"
v-border-4-1-4-2,"white"
v-border-4-2-4-3,"white"
v-border-4-3-4-4,"white"
v-border-4-4-4-5,"white"
v-border-4-5-4-6,"white"
v-border-4-6-4-7,"white"
v-border-4-7-4-8,"white"
v-border-4-8-4-9,"white"
v-border-4-9-4-10,"white"
v-border-4-10-4-11,"white"
v-border-4-11-4-12,"white"
v-border-4-12-4-13,"white"
v-border-4-13-4-14,"white"
v-border-4-14-4-15,"white"
v-border-4-15-4-16,black
v-border-4-16-4-17,"white"
v-border-4-17-4-18,"white"
v-border-4-18-4-19,"white"
v-border-4-19-4-20,"white"
v-border-4-20-4-21,"white"
v-border-4-21-4-22,"white"
v-border-4-22-4-23,"white"
v-border-4-23-4-24,"white"
v-border-4-24-4-25,"white"
v-border-4-25-4-26,"white"
v-border-4-26-4-27,"white"
v-border-4-27-4-28,"white"
v-border-4-28-4-29,"white"
v-border-4-29-4-30,"white"
v-border-4-30-4-31,"white"
h-border-4-0-5-0,"white"
h-border-4-1-5-1,"white"
h-border-4-2-5-2,"white"
h-border-4-3-5-3,"white"
h-border-4-4-5-4,"white"
h-border-4-5-5-5,"white"
h-border-4-6-5-6,"white"
h-border-4-7-5-7,"white"
h-border-4-8-5-8,"white"
h-border-4-9-5-9,"white"
h-border-4-10-5-10,"white"
h-border-4-11-5-11,"white"
h-border-4-12-5-12,"white"
h-border-4-13-5-13,"white"
h-border-4-14-5-14,"white"
h-border-4-15-5-15,"white"
h-border-4-16-5-16,"white"
h-border-4-17-5-17,"white"
h-border-4-18-5-18,"white"
h-border-4-19-5-19,"white"
h-border-4-20-5-20,"white"
h-border-4-21-5-21,"white"
h-border-4-22-5-22,"white"
h-border-4-23-5-23,"white"
h-border-4-24-5-24,"white"
h-border-4-25-5-25,"white"
h-border-4-26-5-26,"white"
h-border-4-27-5-27,"white"
h-border-4-28-5-28,"white"
h-border-4-29-5-29,"white"
h-border-4-30-5-30,"white"
h-border-4-31-5-31,"white"
v-border-5-0-5-1,"white"
v-border-5-1-5-2,"white"
v-border-5-2-5-3,"white"
v-border-5-3-5-4,"white"
v-border-5-4-5-5,"white"
v-border-5-5-5-6,"white"
v-border-5-6-5-7,"white"
v-border-5-7-5-8,"white"
v-border-5-8-5-9,"white"
v-border-5-9-5-10,"white"
v-border-5-10-5-11,"white"
v-border-5-11-5-12,"white"
v-border-5-12-5-13,"white"
v-border-5-13-5-14,"white"
v-border-5-14-5-15,"white"
v-border-5-15-5-16,black
v-border-5-16-5-17,"white"
v-border-5-17-5-18,"white"
v-border-5-18-5-19,"white"
v-border-5-19-5-20,"white"
v-border-5-20-5-21,"white"
v-border-5-21-5-22,"white"
v-border-5-22-5-23,"white"
v-border-5-23-5-24,"white"
v-border-5-24-5-25,"white"
v-border-5-25-5-26,"white"
v-border-5-26-5-27,"white"
v-border-5-27-5-28,"white"
v-border-5-28-5-29,"white"
v-border-5-29-5-30,"white"
v-border-5-30-5-31,"white"
h-border-5-0-6-0,"white"
h-border-5-1-6-1,"white"
h-border-5-2-6-2,"white"
h-border-5-3-6-3,"white"
h-border-5-4-6-4,"white"
h-border-5-5-6-5,"white"
h-border-5-6-6-6,"white"
h-border-5-7-6-7,"white"
h-border-5-8-6-8,"white"
h-border-5-9-6-9,"white"
h-border-5-10-6-10,"white"
h-border-5-11-6-11,"white"
h-border-5-12-6-12,"white"
h-border-5-13-6-13,"white"
h-border-5-14-6-14,"white"
h-border-5-15-6-15,"white"
h-border-5-16-6-16,"white"
h-border-5-17-6-17,"white"
h-border-5-18-6-18,"white"
h-border-5-19-6-19,"white"
h-border-5-20-6-20,"white"
h-border-5-21-6-21,"white"
h-border-5-22-6-22,"white"
h-border-5-23-6-23,"white"
h-border-5-24-6-24,"white"
h-border-5-25-6-25,"white"
h-border-5-26-6-26,"white"
h-border-5-27-6-27,"white"
h-border-5-28-6-28,"white"
h-border-5-29-6-29,"white"
h-border-5-30-6-30,"white"
h-border-5-31-6-31,"white"
v-border-6-0-6-1,"white"
v-border-6-1-6-2,"white"
v-border-6-2-6-3,"white"
v-border-6-3-6-4,"white"
v-border-6-4-6-5,"white"
v-border-6-5-6-6,"white"
v-border-6-6-6-7,"white"
v-border-6-7-6-8,"white"
v-border-6-8-6-9,"white"
v-border-6-9-6-10,"white"
v-border-6-10-6-11,"white"
v-border-6-11-6-12,"white"
v-border-6-12-6-13,"white"
v-border-6-13-6-14,"white"
v-border-6-14-6-15,"white"
v-border-6-15-6-16,black
v-border-6-16-6-17,"white"
v-border-6-17-6-18,"white"
v-border-6-18-6-19,"white"
v-border-6-19-6-20,"white"
v-border-6-20-6-21,"white"
v-border-6-21-6-22,"white"
v-border-6-22-6-23,"white"
v-border-6-23-6-24,"white"
v-border-6-24-6-25,"white"
v-border-6-25-6-26,"white"
v-border-6-26-6-27,"white"
v-border-6-27-6-28,"white"
v-border-6-28-6-29,"white"
v-border-6-29-6-30,"white"
v-border-6-30-6-31,"white"
h-border-6-0-7-0,"white"
h-border-6-1-7-1,"white"
h-border-6-2-7-2,"white"
h-border-6-3-7-3,"white"
h-border-6-4-7-4,"white"
h-border-6-5-7-5,"white"
h-border-6-6-7-6,"white"
h-border-6-7-7-7,"white"
h-border-6-8-7-8,"white"
h-border-6-9-7-9,"white"
h-border-6-10-7-10,"white"
h-border-6-11-7-11,"white"
h-border-6-12-7-12,"white"
h-border-6-13-7-13,"white"
h-border-6-14-7-14,"white"
h-border-6-15-7-15,"white"
h-border-6-16-7-16,"white"
h-border-6-17-7-17,"white"
h-border-6-18-7-18,"white"
h-border-6-19-7-19,"white"
h-border-6-20-7-20,"white"
h-border-6-21-7-21,"white"
h-border-6-22-7-22,"white"
h-border-6-23-7-23,"white"
h-border-6-24-7-24,"white"
h-border-6-25-7-25,"white"
h-border-6-26-7-26,"white"
h-border-6-27-7-27,"white"
h-border-6-28-7-28,"white"
h-border-6-29-7-29,"white"
h-border-6-30-7-30,"white"
h-border-6-31-7-31,"white"
v-border-7-0-7-1,"white"
v-border-7-1-7-2,"white"
v-border-7-2-7-3,"white"
v-border-7-3-7-4,"white"
v-border-7-4-7-5,"white"
v-border-7-5-7-6,"white"
v-border-7-6-7-7,"white"
v-border-7-7-7-8,"white"
v-border-7-8-7-9,"white"
v-border-7-9-7-10,"white"
v-border-7-10-7-11,"white"
v-border-7-11-7-12,"white"
v-border-7-12-7-13,"white"
v-border-7-13-7-14,"white"
v-border-7-14-7-15,"white"
v-border-7-15-7-16,black
v-border-7-16-7-17,"white"
v-border-7-17-7-18,"white"
v-border-7-18-7-19,"white"
v-border-7-19-7-20,"white"
v-border-7-20-7-21,"white"
v-border-7-21-7-22,"white"
v-border-7-22-7-23,"white"
v-border-7-23-7-24,"white"
v-border-7-24-7-25,"white"
v-border-7-25-7-26,"white"
v-border-7-26-7-27,"white"
v-border-7-27-7-28,"white"
v-border-7-28-7-29,"white"
v-border-7-29-7-30,"white"
v-border-7-30-7-31,"white"
h-border-7-0-8-0,"white"
h-border-7-1-8-1,"white"
h-border-7-2-8-2,"white"
h-border-7-3-8-3,"white"
h-border-7-4-8-4,"white"
h-border-7-5-8-5,"white"
h-border-7-6-8-6,"white"
h-border-7-7-8-7,"white"
h-border-7-8-8-8,"white"
h-border-7-9-8-9,"white"
h-border-7-10-8-10,"white"
h-border-7-11-8-11,"white"
h-border-7-12-8-12,"white"
h-border-7-13-8-13,"white"
h-border-7-14-8-14,"white"
h-border-7-15-8-15,"white"
h-border-7-16-8-16,"white"
h-border-7-17-8-17,"white"
h-border-7-18-8-18,"white"
h-border-7-19-8-19,"white"
h-border-7-20-8-20,"white"
h-border-7-21-8-21,"white"
h-border-7-22-8-22,"white"
h-border-7-23-8-23,"white"
h-border-7-24-8-24,"white"
h-border-7-25-8-25,"white"
h-border-7-26-8-26,"white"
h-border-7-27-8-27,"white"
h-border-7-28-8-28,"white"
h-border-7-29-8-29,"white"
h-border-7-30-8-30,"white"
h-border-7-31-8-31,"white"
v-border-8-0-8-1,"white"
v-border-8-1-8-2,"white"
v-border-8-2-8-3,"white"
v-border-8-3-8-4,"white"
v-border-8-4-8-5,"white"
v-border-8-5-8-6,"white"
v-border-8-6-8-7,"white"
v-border-8-7-8-8,"white"
v-border-8-8-8-9,"white"
v-border-8-9-8-10,"white"
v-border-8-10-8-11,"white"
v-border-8-11-8-12,"white"
v-border-8-12-8-13,"white"
v-border-8-13-8-14,"white"
v-border-8-14-8-15,"white"
v-border-8-15-8-16,black
v-border-8-16-8-17,"white"
v-border-8-17-8-18,"white"
v-border-8-18-8-19,"white"
v-border-8-19-8-20,"white"
v-border-8-20-8-21,"white"
v-border-8-21-8-22,"white"
v-border-8-22-8-23,"white"
v-border-8-23-8-24,"white"
v-border-8-24-8-25,"white"
v-border-8-25-8-26,"white"
v-border-8-26-8-27,"white"
v-border-8-27-8-28,"white"
v-border-8-28-8-29,"white"
v-border-8-29-8-30,"white"
v-border-8-30-8-31,"white"
h-border-8-0-9-0,"white"
h-border-8-1-9-1,"white"
h-border-8-2-9-2,"white"
h-border-8-3-9-3,"white"
h-border-8-4-9-4,"white"
h-border-8-5-9-5,"white"
h-border-8-6-9-6,"white"
h-border-8-7-9-7,"white"
h-border-8-8-9-8,"white"
h-border-8-9-9-9,"white"
h-border-8-10-9-10,"white"
h-border-8-11-9-11,"white"
h-border-8-12-9-12,"white"
h-border-8-13-9-13,"white"
h-border-8-14-9-14,"white"
h-border-8-15-9-15,"white"
h-border-8-16-9-16,"white"
h-border-8-17-9-17,"white"
h-border-8-18-9-18,"white"
h-border-8-19-9-19,"white"
h-border-8-20-9-20,"white"
h-border-8-21-9-21,"white"
h-border-8-22-9-22,"white"
h-border-8-23-9-23,"white"
h-border-8-24-9-24,"white"
h-border-8-25-9-25,"white"
h-border-8-26-9-26,"white"
h-border-8-27-9-27,"white"
h-border-8-28-9-28,"white"
h-border-8-29-9-29,"white"
h-border-8-30-9-30,"white"
h-border-8-31-9-31,"white"
v-border-9-0-9-1,"white"
v-border-9-1-9-2,"white"
v-border-9-2-9-3,"white"
v-border-9-3-9-4,"white"
v-border-9-4-9-5,"white"
v-border-9-5-9-6,"white"
v-border-9-6-9-7,"white"
v-border-9-7-9-8,"white"
v-border-9-8-9-9,"white"
v-border-9-9-9-10,"white"
v-border-9-10-9-11,"white"
v-border-9-11-9-12,"white"
v-border-9-12-9-13,"white"
v-border-9-13-9-14,"white"
v-border-9-14-9-15,"white"
v-border-9-15-9-16,black
v-border-9-16-9-17,"white"
v-border-9-17-9-18,"white"
v-border-9-18-9-19,"white"
v-border-9-19-9-20,"white"
v-border-9-20-9-21,"white"
v-border-9-21-9-22,"white"
v-border-9-22-9-23,"white"
v-border-9-23-9-24,"white"
v-border-9-24-9-25,"white"
v-border-9-25-9-26,"white"
v-border-9-26-9-27,"white"
v-border-9-27-9-28,"white"
v-border-9-28-9-29,"white"
v-border-9-29-9-30,"white"
v-border-9-30-9-31,"white"
h-border-9-0-10-0,"white"
h-border-9-1-10-1,"white"
h-border-9-2-10-2,"white"
h-border-9-3-10-3,"white"
h-border-9-4-10-4,"white"
h-border-9-5-10-5,"white"
h-border-9-6-10-6,"white"
h-border-9-7-10-7,"white"
h-border-9-8-10-8,"white"
h-border-9-9-10-9,"white"
h-border-9-10-10-10,black
h-border-9-11-10-11,black
h-border-9-12-10-12,black
h-border-9-13-10-13,black
h-border-9-14-10-14,black
h-border-9-15-10-15,black
h-border-9-16-10-16,black
h-border-9-17-10-17,black
h-border-9-18-10-18,black
h-border-9-19-10-19,black
h-border-9-20-10-20,black
h-border-9-21-10-21,black
h-border-9-22-10-22,"white"
h-border-9-23-10-23,"white"
h-border-9-24-10-24,"white"
h-border-9-25-10-25,"white"
h-border-9-26-10-26,"white"
h-border-9-27-10-27,"white"
h-border-9-28-10-28,"white"
h-border-9-29-10-29,"white"
h-border-9-30-10-30,"white"
h-border-9-31-10-31,"white"
v-border-10-0-10-1,"white"
v-border-10-1-10-2,"white"
v-border-10-2-10-3,"white"
v-border-10-3-10-4,"white"
v-border-10-4-10-5,"white"
v-border-10-5-10-6,"white"
v-border-10-6-10-7,"white"
v-border-10-7-10-8,"white"
v-border-10-8-10-9,"white"
v-border-10-9-10-10,black
v-border-10-10-10-11,"white"
v-border-10-11-10-12,black
v-border-10-12-10-13,"white"
v-border-10-13-10-14,black
v-border-10-14-10-15,"white"
v-border-10-15-10-16,black
v-border-10-16-10-17,"white"
v-border-10-17-10-18,black
v-border-10-18-10-19,"white"
v-border-10-19-10-20,black
v-border-10-20-10-21,"white"
v-border-10-21-10-22,black
v-border-10-22-10-23,"white"
v-border-10-23-10-24,"white"
v-border-10-24-10-25,"white"
v-border-10-25-10-26,"white"
v-border-10-26-10-27,"white"
v-border-10-27-10-28,"white"
v-border-10-28-10-29,"white"
v-border-10-29-10-30,"white"
v-border-10-30-10-31,"white"
h-border-10-0-11-0,"white"
h-border-10-1-11-1,"white"
h-border-10-2-11-2,"white"
h-border-10-3-11-3,"white"
h-border-10-4-11-4,"white"
h-border-10-5-11-5,"white"
h-border-10-6-11-6,"white"
h-border-10-7-11-7,"white"
h-border-10-8-11-8,"white"
h-border-10-9-11-9,"white"
h-border-10-10-11-10,"white"
h-border-10-11-11-11,black
h-border-10-12-11-12,black
h-border-10-13-11-13,black
h-border-10-14-11-14,black
h-border-10-15-11-15,black
h-border-10-16-11-16,black
h-border-10-17-11-17,black
h-border-10-18-11-18,black
h-border-10-19-11-19,black
h-border-10-20-11-20,black
h-border-10-21-11-21,"white"
h-border-10-22-11-22,"white"
h-border-10-23-11-23,"white"
h-border-10-24-11-24,"white"
h-border-10-25-11-25,"white"
h-border-10-26-11-26,"white"
h-border-10-27-11-27,"white"
h-border-10-28-11-28,"white"
h-border-10-29-11-29,"white"
h-border-10-30-11-30,"white"
h-border-10-31-11-31,"white"
v-border-11-0-11-1,"white"
v-border-11-1-11-2,"white"
v-border-11-2-11-3,"white"
v-border-11-3-11-4,"white"
v-border-11-4-11-5,"white"
v-border-11-5-11-6,"white"
v-border-11-6-11-7,"white"
v-border-11-7-11-8,"white"
v-border-11-8-11-9,"white"
v-border-11-9-11-10,black
v-border-11-10-11-11,black
v-border-11-11-11-12,"white"
v-border-11-12-11-13,"white"
v-border-11-13-11-14,black
v-border-11-14-11-15,"white"
v-border-11-15-11-16,"white"
v-border-11-16-11-17,"white"
v-border-11-17-11-18,black
v-border-11-18-11-19,"white"
v-border-11-19-11-20,"white"
v-border-11-20-11-21,black
v-border-11-21-11-22,black
v-border-11-22-11-23,"white"
v-border-11-23-11-24,"white"
v-border-11-24-11-25,"white"
v-border-11-25-11-26,"white"
v-border-11-26-11-27,"white"
v-border-11-27-11-28,"white"
v-border-11-28-11-29,"white"
v-border-11-29-11-30,"white"
v-border-11-30-11-31,"white"
h-border-11-0-12-0,"white"
h-border-11-1-12-1,"white"
h-border-11-2-12-2,"white"
h-border-11-3-12-3,"white"
h-border-11-4-12-4,"white"
h-border-11-5-12-5,"white"
h-border-11-6-12-6,"white"
h-border-11-7-12-7,"white"
h-border-11-8-12-8,"white"
h-border-11-9-12-9,"white"
h-border-11-10-12-10,black
h-border-11-11-12-11,"white"
h-border-11-12-12-12,black
h-border-11-13-12-13,black
h-border-11-14-12-14,black
h-border-11-15-12-15,black
h-border-11-16-12-16,black
h-border-11-17-12-17,black
h-border-11-18-12-18,black
h-border-11-19-12-19,black
h-border-11-20-12-20,"white"
h-border-11-21-12-21,black
h-border-11-22-12-22,"white"
h-border-11-23-12-23,"white"
h-border-11-24-12-24,"white"
h-border-11-25-12-25,"white"
h-border-11-26-12-26,"white"
h-border-11-27-12-27,"white"
h-border-11-28-12-28,"white"
h-border-11-29-12-29,"white"
h-border-11-30-12-30,"white"
h-border-11-31-12-31,"white"
v-border-12-0-12-1,"white"
v-border-12-1-12-2,"white"
v-border-12-2-12-3,"white"
v-border-12-3-12-4,"white"
v-border-12-4-12-5,"white"
v-border-12-5-12-6,"white"
v-border-12-6-12-7,"white"
v-border-12-7-12-8,"white"
v-border-12-8-12-9,"white"
v-border-12-9-12-10,black
v-border-12-10-12-11,black
v-border-12-11-12-12,black
v-border-12-12-12-13,black
v-border-12-13-12-14,"white"
v-border-12-14-12-15,"white"
v-border-12-15-12-16,black
v-border-12-16-12-17,"white"
v-border-12-17-12-18,"white"
v-border-12-18-12-19,black
v-border-12-19-12-20,black
v-border-12-20-12-21,black
v-border-12-21-12-22,black
v-border-12-22-12-23,"white"
v-border-12-23-12-24,"white"
v-border-12-24-12-25,"white"
v-border-12-25-12-26,"white"
v-border-12-26-12-27,"white"
v-border-12-27-12-28,"white"
v-border-12-28-12-29,"white"
v-border-12-29-12-30,"white"
v-border-12-30-12-31,"white"
h-border-12-0-13-0,"white"
h-border-12-1-13-1,"white"
h-border-12-2-13-2,"white"
h-border-12-3-13-3,"white"
h-border-12-4-13-4,"white"
h-border-12-5-13-5,"white"
h-border-12-6-13-6,"white"
h-border-12-7-13-7,"white"
h-border-12-8-13-8,"white"
h-border-12-9-13-9,"white"
h-border-12-10-13-10,"white"
h-border-12-11-13-11,"white"
h-border-12-12-13-12,black
h-border-12-13-13-13,black
h-border-12-14-13-14,black
h-border-12-15-13-15,black
h-border-12-16-13-16,black
h-border-12-17-13-17,black
h-border-12-18-13-18,black
h-border-12-19-13-19,black
h-border-12-20-13-20,"white"
h-border-12-21-13-21,"white"
h-border-12-22-13-22,"white"
h-border-12-23-13-23,"white"
h-border-12-24-13-24,"white"
h-border-12-25-13-25,"white"
h-border-12-26-13-26,"white"
h-border-12-27-13-27,"white"
h-border-12-28-13-28,"white"
h-border-12-29-13-29,"white"
h-border-12-30-13-30,"white"
h-border-12-31-13-31,"white"
v-border-13-0-13-1,"white"
v-border-13-1-13-2,"white"
v-border-13-2-13-3,"white"
v-border-13-3-13-4,"white"
v-border-13-4-13-5,"white"
v-border-13-5-13-6,"white"
v-border-13-6-13-7,"white"
v-border-13-7-13-8,"white"
v-border-13-8-13-9,"white"
v-border-13-9-13-10,black
v-border-13-10-13-11,black
v-border-13-11-13-12,black
v-border-13-12-13-13,black
v-border-13-13-13-14,black
v-border-13-14-13-15,"white"
v-border-13-15-13-16,black
v-border-13-16-13-17,"white"
v-border-13-17-13-18,black
v-border-13-18-13-19,black
v-border-13-19-13-20,black
v-border-13-20-13-21,black
v-border-13-21-13-22,black
v-border-13-22-13-23,"white"
v-border-13-23-13-24,"white"
v-border-13-24-13-25,"white"
v-border-13-25-13-26,"white"
v-border-13-26-13-27,"white"
v-border-13-27-13-28,"white"
v-border-13-28-13-29,"white"
v-border-13-29-13-30,"white"
v-border-13-30-13-31,"white"
h-border-13-0-14-0,"white"
h-border-13-1-14-1,"white"
h-border-13-2-14-2,"white"
h-border-13-3-14-3,"white"
h-border-13-4-14-4,"white"
h-border-13-5-14-5,"white"
h-border-13-6-14-6,"white"
h-border-13-7-14-7,"white"
h-border-13-8-14-8,"white"
h-border-13-9-14-9,"white"
h-border-13-10-14-10,black
h-border-13-11-14-11,black
h-border-13-12-14-12,"white"
h-border-13-13-14-13,black
h-border-13-14-14-14,black
h-border-13-15-14-15,black
h-border-13-16-14-16,black
h-border-13-17-14-17,black
h-border-13-18-14-18,black
h-border-13-19-14-19,"white"
h-border-13-20-14-20,black
h-border-13-21-14-21,black
h-border-13-22-14-22,"white"
h-border-13-23-14-23,"white"
h-border-13-24-14-24,"white"
h-border-13-25-14-25,"white"
h-border-13-26-14-26,"white"
h-border-13-27-14-27,"white"
h-border-13-28-14-28,"white"
h-border-13-29-14-29,"white"
h-border-13-30-14-30,"white"
h-border-13-31-14-31,"white"
v-border-14-0-14-1,"white"
v-border-14-1-14-2,"white"
v-border-14-2-14-3,"white"
